Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
2011,97320,14.4,1598.0,103.6,5.0,6.045003271642145
2009,65462,11.1,2354.0,142.0,5.0,11.007174018229307
2015,110000,15.73,1968.0,174.33,5.0,20.927125051755866
2017,16900,21.1,998.0,100.0,5.0,10.217686389441496
2012,74002,16.55,1968.0,140.0,5.0,12.853016183244563
2010,50645,10.93,2497.0,204.0,5.0,20.904700074647735
2011,85000,16.55,1968.0,147.51,5.0,12.810367300546659
2007,83000,14.0,1061.0,64.0,5.0,-5.017595301986148
2017,33901,12.8,2494.0,102.0,8.0,11.458488090475385
2018,32663,24.0,1186.0,73.97,5.0,8.08438719119249
2016,130000,25.47,1248.0,88.5,7.0,6.151264582701515
2017,46897,21.1,814.0,55.2,5.0,3.7033578464588572
2012,37000,16.0,2179.0,140.0,7.0,11.316032991449447
2010,127510,19.0,1248.0,90.0,5.0,2.1046070851866716
2014,12500,19.1,1197.0,82.0,5.0,5.0384087184907
2016,12501,20.51,998.0,67.04,5.0,4.634742090844156
2015,57818,23.1,998.0,67.04,5.0,3.5058906066615236
2017,20000,13.68,2393.0,147.8,8.0,17.422696717968392
2018,8000,17.0,1591.0,121.3,5.0,15.803132296484364
2013,52000,20.77,1248.0,88.76,7.0,2.992364415179054
2016,46300,14.07,1948.0,83.1,7.0,7.448364299975765
2014,31465,22.7,1498.0,89.84,5.0,6.691988105947985
2015,23876,24.07,998.0,67.1,5.0,3.4077595702638064
2016,36000,11.36,2755.0,171.5,8.0,20.570653914934155
2014,75000,21.21,1498.0,103.2,5.0,8.668618976949347
2008,112500,11.5,2993.0,235.0,5.0,24.227627146442956
2017,26246,15.29,1591.0,121.3,5.0,14.824904107933435
2015,31821,20.58,1995.0,143.0,5.0,16.336071079017074
2010,61700,14.8,1799.0,130.2,5.0,8.988978796187439
2015,39000,15.04,1598.0,103.2,5.0,10.217366363532165
2014,22000,16.47,1198.0,74.0,5.0,4.084885137835045
2018,39861,20.14,1498.0,88.8,5.0,11.045790775162914
2016,40810,28.09,1248.0,88.5,5.0,7.864093086995126
2011,120000,18.0,1248.0,75.0,5.0,1.1746730138493149
2006,147350,12.99,2494.0,100.6,8.0,-0.5330214931827868
2013,51000,19.5,1582.0,126.24,5.0,10.96697353624404
2013,23000,11.05,2894.0,444.0,4.0,58.912323819772155
2007,93000,12.9,1799.0,130.0,5.0,5.834678393792274
2014,105044,12.99,2494.0,100.6,7.0,9.112717181563767
2017,7000,20.89,1197.0,81.8,5.0,8.189678085225296
2017,24000,28.4,1248.0,73.75,5.0,6.890786281426699
2016,146000,19.1,1197.0,82.0,5.0,7.460737699139827
2012,69000,20.92,998.0,67.1,5.0,0.36382186814989836
2009,72000,15.0,1396.0,100.0,5.0,2.8189093819287336
2014,29000,23.4,1248.0,74.0,5.0,3.8944164279459983
2017,41816,18.56,1995.0,190.0,5.0,25.062698565828214
2007,86000,11.9,2354.0,144.0,5.0,9.099837928882607
2017,27100,16.78,1496.0,88.73,5.0,10.073780832986813
2018,15900,18.15,1198.0,82.0,6.0,8.455419524016634
2014,72000,20.34,1498.0,103.2,5.0,8.703570048704933
2013,58581,19.4,1198.0,86.8,5.0,4.676635291426464
2010,54898,16.1,1298.0,88.2,5.0,1.9800410690654644
2017,36723,18.56,1995.0,190.0,5.0,25.05349570945009
2014,72000,20.34,1498.0,103.2,5.0,8.703570048704933
2012,71787,12.9,1598.0,102.5,5.0,7.008446067337445
2008,86700,16.1,1298.0,88.2,5.0,-0.14359351436723955
2014,58972,24.2,1498.0,98.6,7.0,5.875651824987472
2016,26212,17.9,2143.0,136.0,5.0,16.933294275942444
2015,42575,18.6,1197.0,81.83,5.0,6.183234220720351
2011,136490,12.8,2494.0,102.0,7.0,6.098349418111866
2014,23000,18.88,1995.0,184.0,5.0,20.92087269299327
2009,98000,13.5,2987.0,282.0,5.0,31.61868109924808
2017,12000,22.54,1396.0,88.73,5.0,9.54227335504811
2013,58500,17.09,1995.0,218.0,5.0,24.63172194334993
2011,47000,25.44,936.0,57.6,5.0,-2.423562392119493
2015,62000,20.14,1498.0,88.8,5.0,7.814145728905714
2015,80064,22.7,1498.0,89.84,5.0,7.87035443288778
2015,107000,20.85,1197.0,83.14,5.0,6.374560616388862
2014,52895,17.3,1998.0,163.7,5.0,18.27649510046149
2010,54000,17.8,1199.0,76.8,5.0,0.10444607337558409
2017,37124,20.4,1197.0,81.8,5.0,8.26684923079847
2016,38000,25.2,1248.0,74.0,5.0,6.008250479054368
2012,53000,17.92,1086.0,62.1,5.0,-0.0018149537459066778
2013,51167,16.47,1198.0,73.9,5.0,3.0333502136581956
2013,86000,22.74,796.0,47.3,5.0,-1.7883491526090438
2017,45362,24.3,1248.0,88.5,5.0,9.138741406592544
2009,30675,18.5,1197.0,80.0,5.0,-0.6274317277825503
2012,86000,14.7,1985.0,163.0,5.0,16.149244121166248
2012,34000,12.39,2179.0,147.51,5.0,14.501731811347327
2011,70000,14.21,2143.0,203.0,5.0,20.902388984414756
2013,63854,21.43,1364.0,86.79,5.0,4.983900668096794
2014,47399,16.02,1373.0,93.7,7.0,5.26741327861464
2017,26327,16.82,1998.0,189.08,4.0,25.994411239883902
2011,67000,11.72,2199.0,194.3,7.0,17.958701575047144
2015,33000,19.0,1199.0,88.7,5.0,7.09252908791359
2016,51681,19.98,1461.0,108.5,8.0,8.509143438205683
2014,32720,23.0,1396.0,90.0,5.0,6.460565739236699
2011,91211,20.92,998.0,67.1,5.0,-0.6865934946945345
2012,148000,21.12,1248.0,88.8,5.0,4.060088221506248
2012,72000,17.0,1497.0,118.0,5.0,8.701032889433009
2006,101000,18.9,998.0,67.1,5.0,-6.0279169133950745
2014,32000,22.32,1582.0,126.3,5.0,11.900543499386913
2008,72672,19.81,1086.0,68.05,5.0,-3.601689304937281
2014,50446,21.12,1248.0,88.8,5.0,6.064911453559489
2013,67620,17.6,1496.0,88.8,5.0,5.7563301818127
2014,62497,15.8,1499.0,110.0,5.0,9.830282013453598
2018,32434,13.0,1591.0,121.3,5.0,16.032901794402278
2012,38092,20.77,1248.0,88.8,7.0,1.8821589145786675
2017,14800,17.0,1198.0,73.75,5.0,7.2847080067667775
2009,62500,20.36,1197.0,78.9,5.0,-0.8068142916740726
2017,28000,14.0,2179.0,138.1,7.0,16.585241424740616
2003,70000,13.4,1794.0,125.0,5.0,0.7114308504283144
2016,25899,15.04,1598.0,103.2,5.0,11.28424314825088
2010,81245,18.9,998.0,67.1,5.0,-1.7014142791567792
2007,18700,19.7,796.0,46.3,5.0,-8.449074475356156
2011,25000,10.37,2979.0,306.0,2.0,40.07283015380153
2017,16500,23.84,1199.0,84.0,5.0,8.3758427729299
2014,24300,23.1,998.0,67.04,5.0,2.3547750704228747
2010,60000,17.0,1497.0,118.0,5.0,6.498249765831588
2014,56000,22.9,1248.0,74.0,5.0,3.9664066703821845
2017,31056,23.01,999.0,67.0,5.0,5.639702493409004
2010,95000,17.0,1896.0,105.0,5.0,5.727310353909161
2015,26568,21.1,814.0,55.2,5.0,1.485524538138634
2005,45200,13.2,1495.0,94.0,5.0,-2.0949525876903863
2011,75000,19.7,796.0,46.3,5.0,-3.9851433624530728
2018,3678,18.16,1196.0,86.8,5.0,10.082979620780861
2013,45000,18.44,1198.0,75.0,5.0,3.081366382665692
2013,53280,22.32,1582.0,126.3,5.0,10.84844585511928
2018,35480,19.67,1582.0,126.2,5.0,16.378314156492706
2014,44300,18.9,1197.0,82.0,5.0,5.105151012979604
2013,70000,20.77,1248.0,88.8,7.0,3.030365242341304
2015,87900,16.0,2179.0,140.0,7.0,14.679656719623836
2017,82000,24.4,1120.0,71.0,5.0,6.501493442046012
2016,34634,17.8,1497.0,117.3,5.0,12.86276796829361
2009,58557,16.07,1995.0,181.0,5.0,15.252107033284574
2011,38000,10.8,1984.0,132.0,5.0,10.907044450753801
2013,71000,18.88,1995.0,184.0,5.0,19.91705706765879
2016,90000,10.91,3198.0,197.2,7.0,26.25452541361483
2013,62000,18.3,1991.0,147.9,5.0,14.976579469146145
2014,36000,25.8,1498.0,98.6,5.0,7.755466364228141
2014,52000,13.0,2143.0,204.0,5.0,24.334550424266126
2017,50484,10.91,3198.0,197.2,7.0,27.273671302745697
2015,52000,12.7,2179.0,187.7,5.0,23.293044790525528
2016,65003,13.6,4134.0,382.0,5.0,55.594664213558644
2018,1048,18.9,998.0,67.1,5.0,6.878071135116443
2014,64000,21.9,1396.0,90.0,5.0,6.568132507163682
2009,85000,15.0,1896.0,105.0,5.0,4.711500041777526
2019,41871,22.7,1582.0,126.2,5.0,17.339806458677685
2013,42320,19.4,1198.0,86.8,5.0,4.647252285818013
2017,46000,25.0,1197.0,81.86,5.0,8.077640173451982
2014,80000,24.2,1498.0,98.6,7.0,5.9136486174315905
2016,170000,24.4,1120.0,71.0,5.0,5.569956288167305
2013,22000,21.1,814.0,55.2,5.0,-0.7038292454658404
2017,61108,10.91,3198.0,197.0,7.0,27.26549088972706
2015,65000,12.99,2494.0,100.6,7.0,10.130908994871334
2015,63714,24.7,796.0,47.3,5.0,0.26152756430474255
2013,55101,14.53,1794.0,138.1,5.0,13.330800862849173
2015,12000,17.19,1197.0,81.86,5.0,6.197523413611179
2019,1000,18.9,1197.0,81.86,5.0,10.460494220512828
2011,65000,18.6,1199.0,79.4,5.0,1.5336572808696474
2015,32000,20.4,1248.0,91.7,5.0,7.552516140426178
2016,80219,27.62,793.0,47.0,5.0,1.1982256510818843
2017,46849,18.5,1197.0,83.14,5.0,8.556020328896466
2007,120203,13.93,2179.0,138.0,7.0,5.835910342380885
2015,18000,20.36,1197.0,78.9,5.0,5.656074655323664
2014,53000,22.1,1586.0,85.7,5.0,6.400528251187097
2011,41000,20.36,1197.0,78.9,5.0,1.3354356120826196
2014,25789,23.4,1248.0,74.0,5.0,3.8886142736496367
2012,58200,14.66,2199.0,194.3,7.0,18.896920730091097
2012,91235,11.5,2982.0,171.0,7.0,17.76894337636395
2009,31423,17.0,1497.0,118.0,5.0,5.3560624277797615
2010,60000,19.0,998.0,66.1,5.0,-1.8813315123375105
2016,64000,22.9,1248.0,74.0,5.0,6.161961946837437
2012,202082,17.68,1968.0,174.33,5.0,17.73137546433054
2012,52237,17.0,1197.0,80.0,5.0,2.752786178113638
2011,55001,16.47,1198.0,73.9,5.0,0.859178522982802
2012,56000,12.7,2179.0,187.7,5.0,20.028623264424823
2012,107000,17.8,1399.0,67.0,5.0,1.5136777656584854
2014,41000,18.9,1197.0,82.0,5.0,5.0991880390847655
2017,25000,13.33,2993.0,255.0,5.0,36.5373032900352
2016,20000,21.66,1498.0,108.62,5.0,11.471385897594246
2012,52100,21.43,1364.0,86.79,5.0,3.8721118481771555
2012,93450,23.19,1461.0,63.12,5.0,0.8548458986151672
2012,78000,17.8,1399.0,68.0,5.0,1.5981637490399407
2003,69966,19.7,796.0,46.3,5.0,-12.718637936743107
2016,29401,20.4,1197.0,81.8,5.0,7.162344273840063
2007,65047,17.3,1061.0,57.5,5.0,-6.092941885399341
2015,30676,25.4,624.0,37.5,4.0,-0.5818928370476897
2010,87000,15.6,1586.0,104.68,5.0,4.999527223301811
2014,52000,12.0,2987.0,224.0,7.0,27.12284853137544
2009,60170,0.0,1086.0,62.0,5.0,-2.4426276910430715
2017,28226,28.4,1248.0,73.75,5.0,6.898422501935784
2011,71703,14.74,1991.0,181.03,5.0,17.513308334484464
2017,12248,18.9,1197.0,81.86,5.0,8.299719344522146
2015,25200,18.9,998.0,67.1,5.0,3.6500635029351542
2009,71346,17.5,1298.0,85.8,5.0,0.5257149172257414
2013,62746,20.54,1598.0,103.6,5.0,7.87870502978285
2018,24500,16.0,2179.0,140.0,7.0,17.83674471561244
2011,61111,19.0,998.0,67.1,5.0,-0.6518863115225031
2016,71156,26.59,1248.0,74.0,5.0,6.0036597817579604
2004,73500,13.0,1343.0,90.0,5.0,-4.03277282861518
2016,47691,23.1,998.0,67.04,5.0,4.578141295732621
2011,43874,18.9,998.0,67.1,5.0,-0.6783924569940609
2016,44345,27.3,1498.0,98.6,5.0,9.882038219889182
2014,160000,12.99,2494.0,100.0,8.0,8.132102176959961
2012,49008,19.7,796.0,46.3,5.0,-2.9415601221230645
2019,21134,18.6,1197.0,81.86,5.0,10.510796953642512
2016,44178,18.9,1197.0,82.0,5.0,7.286030145806308
2016,42000,17.8,1497.0,117.3,5.0,12.87607804881236
2015,65925,22.7,1498.0,89.84,5.0,7.844805800189533
2015,23000,17.4,1497.0,117.3,5.0,11.769757803151606
2012,74000,28.4,1248.0,73.75,5.0,1.5283854153358334
2010,135000,13.8,1399.0,68.0,5.0,-0.29432081766981355
2013,64000,21.02,1248.0,88.76,5.0,4.998018162363223
2007,127079,12.8,2494.0,102.0,7.0,1.7191449364117943
2015,20000,18.53,1968.0,187.74,5.0,22.470232161702825
2005,120000,12.7,2609.0,116.6,8.0,0.8031436124724678
2017,8000,18.6,1197.0,81.83,5.0,8.301858099120182
2012,90906,20.54,1598.0,103.6,5.0,6.839039282605427
2013,42000,22.7,1582.0,126.24,5.0,10.802216325263089
2012,111000,23.59,1364.0,67.1,5.0,1.182985810396076
2015,55729,15.1,2179.0,140.0,7.0,14.66328904555985
2014,59000,25.8,1498.0,98.6,5.0,7.7970264853152
2009,60002,17.5,1896.0,106.0,5.0,4.6872061152103015
2012,63888,14.0,2987.0,224.0,5.0,26.86599235696258
2011,75000,21.5,1248.0,88.8,5.0,2.819996491621623
2016,43152,20.73,1373.0,91.1,5.0,8.86193613843625
2015,7501,10.0,2996.0,333.0,4.0,46.161258730493955
2012,52000,15.04,1598.0,103.6,5.0,7.023962643584127
2012,40000,20.77,1248.0,88.8,7.0,1.8856065976674472
2008,77000,10.0,2496.0,157.7,5.0,12.474101257644634
2016,86000,25.47,1248.0,88.5,7.0,6.071758264100026
2016,55137,14.0,796.0,35.0,5.0,0.14938684729804663
2014,31130,15.85,1499.0,110.4,5.0,9.826037965754495
2008,77650,17.2,1396.0,53.5,5.0,-4.728807277771011
2015,52324,28.09,1248.0,88.5,5.0,6.794348653921588
2016,70000,21.1,814.0,55.2,5.0,2.6545542935282356
2013,40000,17.85,2967.0,300.0,4.0,39.088597687964466
2008,109606,22.0,1582.0,126.2,5.0,5.498636497261032
2016,53000,26.0,1498.0,98.6,5.0,9.95800338707977
2014,57000,20.77,1248.0,88.8,7.0,4.097424530200442
2017,41534,17.01,1591.0,121.3,5.0,14.772713116463365
2012,75451,17.5,1197.0,85.8,5.0,3.565480390906032
2019,21112,15.1,1196.0,73.0,5.0,9.457977224187289
2013,55886,16.0,2179.0,140.0,7.0,12.440709062829683
2018,15000,10.91,3198.0,197.0,7.0,28.27272528676167
2010,84072,17.8,1248.0,75.0,5.0,0.0284836093865124
2010,80561,18.5,1197.0,80.0,5.0,0.5532601589761725
2007,220000,11.74,1796.0,186.0,5.0,13.776604862628574
2012,91743,12.07,2967.0,241.4,7.0,27.34477731013294
2015,52123,20.34,1498.0,103.2,5.0,9.758202860358779
2012,41367,15.8,2148.0,170.0,5.0,17.36196353332116
2007,90000,17.3,1061.0,64.0,5.0,-5.158081579225382
2015,54000,19.01,1461.0,108.5,5.0,10.461153417735659
2014,60000,22.7,1498.0,89.84,5.0,6.743549760523365
2014,64637,22.77,1498.0,98.59,5.0,7.946449231827955
2014,61000,23.4,1248.0,74.0,5.0,3.9522392051108
2015,33931,18.9,1197.0,82.0,5.0,6.176964417298677
2016,19148,16.1,1197.0,85.0,5.0,7.781398253395309
2017,15000,18.88,999.0,123.24,5.0,13.5009148004292
2019,9312,18.0,2987.0,258.0,5.0,38.86979371082589
2014,58816,17.21,1493.0,100.0,7.0,6.379534149771644
2007,62493,15.0,1586.0,104.68,5.0,1.7114373665999665
2016,77000,26.6,998.0,58.16,5.0,3.2531212876406244
2014,27000,14.28,1798.0,138.03,5.0,14.382069492855862
2013,49000,17.1,1591.0,121.3,5.0,10.419828319475073
2014,60000,20.36,1197.0,78.9,5.0,4.641417259270838
2005,150000,13.1,1493.0,82.0,5.0,-3.5483356830063713
2019,21214,15.41,1598.0,103.52,5.0,14.574061342677396
2013,130000,21.64,1461.0,84.8,5.0,5.051096327084906
2012,37333,20.36,1197.0,78.9,5.0,2.419359274294038
2011,77000,11.57,2179.0,138.1,7.0,10.243246858411567
2017,25000,28.09,1248.0,88.5,5.0,8.92607481223422
2011,48000,18.6,1199.0,79.4,5.0,1.5029389305009317
2013,64000,22.07,1199.0,73.9,5.0,2.7990428047432943
2016,33016,22.54,1396.0,88.73,5.0,8.489698672869054
2017,10000,19.27,2143.0,167.62,5.0,22.25936998465204
2015,15000,19.27,2143.0,170.0,5.0,20.413098354365502
2018,20492,18.9,1197.0,82.0,5.0,9.424330031097725
2013,70998,17.68,1968.0,174.33,5.0,18.585061476604096
2009,100970,15.5,1896.0,105.0,5.0,4.717154947303243
2015,40600,17.0,1591.0,121.3,5.0,12.590389877474536
2014,65630,15.73,1968.0,174.33,5.0,19.756400366210983
2016,58950,25.8,1498.0,98.6,5.0,9.978035719390391
2013,60000,22.07,1199.0,73.9,5.0,2.7918149575975804
2019,31817,22.5,998.0,67.04,5.0,7.8489496866263835
2011,42500,18.33,1968.0,167.7,5.0,15.414737528493788
2019,33598,13.68,2393.0,147.8,7.0,20.62615303792927
2013,64000,21.02,1248.0,88.76,5.0,4.998018162363223
2008,95000,12.9,1799.0,130.0,5.0,6.928842108447043
2014,47000,22.0,814.0,55.0,5.0,0.3627529216723815
2014,30000,20.45,1461.0,83.8,5.0,5.879283476944693
2017,60000,26.59,1248.0,74.0,5.0,7.074051107151263
2014,10000,18.2,1199.0,82.4,5.0,5.1351492007893285
2013,33000,19.4,1198.0,86.8,5.0,4.6304114019685585
2017,70000,17.57,1193.0,88.7,5.0,9.39262883102947
2016,68163,19.6,1461.0,108.45,5.0,11.543072131279132
2012,60000,17.6,1496.0,88.73,5.0,4.642429190654639
2016,68630,20.51,998.0,67.0,5.0,4.7306895339461335
2015,64005,17.71,1197.0,78.9,5.0,5.862175985586418
2016,85000,24.3,1248.0,88.5,5.0,8.119815966799706
2006,200000,16.8,1493.0,110.0,5.0,1.2937258735364594
2016,63111,18.12,1995.0,190.0,5.0,24.03104602728672
2017,4000,16.0,1368.0,160.0,5.0,19.520961268229712
2015,10000,18.1,3498.0,306.0,2.0,45.278895622500386
2011,75000,18.9,998.0,67.1,5.0,-0.6221489644308349
2014,67668,23.08,1461.0,63.12,5.0,2.994462892327192
2013,64500,21.9,1396.0,88.8,5.0,5.314220746749925
2006,147350,12.99,2494.0,100.6,8.0,-0.5330214931827868
2013,38000,16.5,1499.0,110.0,5.0,8.662983895605066
2016,13198,24.07,998.0,67.1,5.0,4.479014623390867
2012,67200,15.04,1598.0,103.6,5.0,7.051428462737476
2013,62000,18.3,1991.0,147.9,5.0,14.976579469146145
2012,69242,19.1,1197.0,85.8,5.0,3.4800136877229306
2014,56100,13.7,1997.0,153.86,5.0,17.09999677384758
2015,26000,15.8,2148.0,170.0,5.0,20.605845324796064
2015,61717,18.9,1197.0,82.0,5.0,6.227172657495885
2015,57000,23.9,1582.0,126.2,5.0,12.949259361126678
2016,45376,28.4,1248.0,73.75,5.0,5.838862105490534
2008,60000,19.81,1086.0,68.05,5.0,-3.624587124694699
2006,193000,13.6,2523.0,63.0,7.0,-4.5593285725040005
2012,90000,23.0,1396.0,90.0,5.0,4.382968928197442
2012,61240,22.48,1995.0,190.0,5.0,19.463142206399425
2013,46000,12.0,2987.0,224.0,7.0,26.021456969574956
2010,111111,18.6,1199.0,79.4,5.0,0.5264283047204117
2014,45000,26.0,1498.0,98.6,5.0,7.7624481106245184
2016,73000,25.0,1396.0,69.0,5.0,5.746995266406884
2011,50000,20.54,1598.0,103.6,5.0,5.674573912688629
2014,40000,17.11,1968.0,174.33,5.0,19.646049658823813
2014,75578,25.1,1498.0,98.6,5.0,7.859465481695679
2007,162000,12.8,2494.0,102.0,8.0,0.7844601775300362
2016,8500,20.51,998.0,67.0,5.0,4.622036921729887
2016,33016,22.54,1396.0,88.73,5.0,8.489698672869054
2015,47759,14.74,2993.0,270.9,5.0,36.50841515339289
2015,42000,17.68,1968.0,174.33,5.0,20.7137627808861
2012,77283,17.0,1497.0,118.0,5.0,8.710579068550487
2014,95649,12.7,2179.0,187.7,5.0,22.281367074458103
2009,75000,13.8,1399.0,68.0,5.0,-1.4932883159362973
2013,63455,11.5,2982.0,171.0,7.0,18.809295769020082
2010,30500,11.74,1796.0,186.0,5.0,16.70583497735197
2016,24569,16.0,1997.0,140.0,7.0,15.224553289640426
2013,61672,16.0,2179.0,140.0,7.0,12.451164143725691
2012,83000,23.4,1248.0,74.0,5.0,1.8108927822472651
2010,70000,26.2,998.0,58.2,5.0,-3.2787888569864663
2014,47052,20.77,1248.0,88.76,7.0,4.073973359341835
2015,45960,19.1,1197.0,82.0,5.0,6.189419450945934
2015,36000,12.55,2982.0,168.5,7.0,20.54984075154198
2014,59885,12.39,2179.0,147.51,5.0,16.729604599353024
2010,73000,11.33,4134.0,335.2,7.0,40.7692301637353
2015,31821,20.58,1995.0,143.0,5.0,16.336071079017074
2014,35000,12.99,2494.0,100.6,7.0,8.986150350197022
2015,46950,21.27,1396.0,88.76,5.0,7.487367500052187
2014,142000,19.01,1461.0,108.45,5.0,9.522771870097586
2015,36000,12.55,2982.0,168.7,7.0,20.57721832657944
2013,28000,14.8,1595.0,120.7,5.0,10.41595714443065
2014,60000,22.7,1498.0,89.84,5.0,6.743549760523365
2016,41713,19.67,1582.0,126.2,5.0,14.208477367143132
2011,25805,18.2,1061.0,64.0,5.0,-0.9536444203413339
2017,62691,26.21,1248.0,88.5,5.0,9.081421559931186
2009,71400,17.0,1497.0,118.0,5.0,5.428299339114801
2015,30000,17.11,1968.0,174.33,5.0,20.718529832041895
2013,76000,18.48,1995.0,177.0,5.0,18.98643856964236
2016,22000,18.9,998.0,67.1,5.0,4.734831016300632
2013,64000,18.2,1248.0,73.8,7.0,1.0854650332189522
2018,24500,16.0,2179.0,140.0,7.0,17.83674471561244
2008,128813,19.09,1396.0,69.0,5.0,-2.6023002229781014
2011,99000,13.6,2523.0,63.0,7.0,0.7235659749849219
2015,21979,17.11,1968.0,174.33,5.0,20.70403619155286
2014,64394,22.7,1498.0,89.84,5.0,6.751489550612405
2014,88511,16.0,2179.0,140.0,7.0,13.590210982193184
2018,3958,18.9,1197.0,81.86,5.0,9.375289422394872
2011,79000,17.67,1968.0,138.08,5.0,11.45669977259513
2018,75000,22.32,1582.0,126.32,5.0,16.343179778034937
2015,48200,15.29,1591.0,121.3,5.0,12.68347456482752
2013,49105,20.34,1498.0,103.2,5.0,7.571649867522865
2012,79000,18.4,1198.0,86.8,5.0,3.669386401468273
2019,12645,17.0,1591.0,121.3,5.0,16.90207542506414
2013,56000,16.73,2993.0,218.0,5.0,27.008493094565438
2015,10400,17.4,1497.0,117.3,5.0,11.74699008464313
2019,12076,20.89,1197.0,81.8,5.0,10.37994980541771
2017,60000,21.1,814.0,55.2,5.0,3.7270344667463178
2016,69000,19.3,1248.0,73.9,5.0,6.3243643425171285
2014,40000,13.0,2143.0,201.1,5.0,23.915892044785778
2014,62497,15.8,1499.0,110.0,5.0,9.830282013453598
2015,67000,19.87,1461.0,83.8,5.0,7.063605492199713
2014,45535,23.8,1998.0,112.0,5.0,10.884463149875955
2012,70000,21.9,1396.0,88.8,5.0,4.233609245492971
2015,46166,26.21,1248.0,88.5,5.0,6.870461934246578
2012,65634,22.07,1199.0,73.9,5.0,1.7114455892201477
2017,6500000,15.97,2993.0,258.0,5.0,48.52553647476134
2016,42000,11.36,2755.0,171.5,7.0,21.579281357077434
2009,137148,13.9,1599.0,103.2,5.0,3.906687809196683
2013,64000,17.3,1998.0,163.7,5.0,17.206011620017307
2015,18000,33.44,796.0,40.3,4.0,-0.18708109476619939
2007,98000,10.8,2354.0,152.0,5.0,10.267669475067123
2015,42575,18.6,1197.0,81.83,5.0,6.183234220720351
2013,58500,17.09,1995.0,218.0,5.0,24.63172194334993
2015,23000,15.63,1499.0,110.4,5.0,10.91210615816226
2011,70259,21.12,1248.0,88.8,5.0,2.8290634141872033
2015,75863,19.01,1461.0,108.45,5.0,10.493814629512599
2014,65000,26.0,1498.0,98.6,5.0,7.798587346352178
2016,21600,23.1,998.0,67.04,5.0,4.530995855763649
2016,27755,22.0,1197.0,81.8,5.0,7.085122737287747
2013,35000,17.1,1591.0,121.3,5.0,10.394530854465756
2012,18000,13.6,1598.0,181.0,4.0,18.62225570348346
2016,15388,25.8,1498.0,98.6,5.0,9.899320850051026
2013,35000,16.73,2993.0,218.0,5.0,26.97054689705101
2012,80000,25.4,624.0,37.5,4.0,-3.764415627141716
2009,88000,11.1,2354.0,142.0,5.0,11.047899322971261
2014,52000,17.9,2143.0,136.0,5.0,14.79879262432587
2009,65090,19.7,796.0,46.3,5.0,-6.184149935920686
2009,37000,17.3,993.0,60.0,5.0,-3.781416338663803
2012,69000,20.92,998.0,67.1,5.0,0.36382186814989836
2014,48241,19.1,1197.0,85.8,5.0,5.623165265410989
2016,31700,18.7,1199.0,88.7,5.0,8.194651193195568
2014,33855,15.0,1598.0,103.6,5.0,9.174131086070247
2010,33000,14.4,1598.0,103.6,5.0,4.83822969845869
2016,50000,24.0,1120.0,70.0,5.0,5.234794817974034
2017,25000,28.4,1248.0,74.0,5.0,6.926815212009842
2012,15500,17.5,1298.0,85.8,5.0,3.696452702548868
2015,59000,18.5,1197.0,80.0,5.0,5.967049211310041
2014,41681,17.0,1197.0,80.0,5.0,4.914811471660414
2010,71000,21.1,1248.0,73.9,5.0,-0.29884866753582173
2017,27000,27.3,1498.0,98.6,5.0,10.941246258786123
2015,72996,22.32,1582.0,126.32,5.0,13.06790925336827
2013,60000,21.9,1396.0,90.0,5.0,5.470354868935829
2016,22000,18.9,1197.0,82.0,5.0,7.245955347307245
2016,37023,19.67,1582.0,126.2,5.0,14.200002716364907
2015,30000,19.87,1461.0,83.8,5.0,6.9967479061028826
2010,43000,16.8,1497.0,116.3,5.0,6.244102937325806
2014,70089,18.6,1197.0,81.83,5.0,5.142401176229669
2015,27000,16.47,1198.0,74.0,5.0,5.184469737849213
2014,51553,21.64,1461.0,84.8,5.0,5.999895386908975
2004,60000,17.3,1061.0,64.0,5.0,-8.483939806063972
2013,55000,16.95,1498.0,97.7,5.0,6.98673001282441
2009,94000,12.07,2967.0,241.4,7.0,24.077206249638493
2014,57000,15.8,2148.0,170.0,5.0,19.57131134909241
2015,34010,16.47,1198.0,73.9,5.0,5.1834477524530485
2017,49045,20.36,1197.0,78.9,5.0,7.893271366147019
2014,45001,20.0,1399.0,68.05,5.0,3.624389786478332
2009,70000,17.0,1497.0,118.0,5.0,5.425769592613506
2012,97000,20.0,1497.0,115.0,5.0,8.19632966330937
2018,9434,18.9,1197.0,81.86,5.0,9.385184345137077
2016,25500,21.5,1498.0,108.5,5.0,11.472322370142138
2016,79000,24.8,1396.0,88.7,5.0,8.463809087998925
2015,11000,15.5,1595.0,120.7,5.0,12.533855192341434
2017,37832,22.5,998.0,67.0,5.0,5.673243464600091
2012,32717,18.6,1199.0,79.4,5.0,2.5658729246015355
2014,84000,12.05,2179.0,120.0,7.0,11.027600240035099
2018,25692,21.56,1462.0,103.25,5.0,12.847027695121142
2011,89000,22.69,1995.0,190.0,5.0,18.413008719342542
2013,71007,23.08,1461.0,63.1,5.0,1.9072087891463525
2011,105000,16.55,1968.0,140.0,5.0,11.818478593617328
2013,63716,15.73,1968.0,174.33,5.0,18.662392050269773
2016,18090,16.2,2993.0,258.0,5.0,35.71174996464197
2014,80073,17.3,1998.0,163.7,5.0,18.32560470789258
2009,60000,17.5,1298.0,85.8,5.0,0.5052131287970951
